Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel2,Hwy CO2 Rounded Adjusted - Fuel2,Comb CO2 Rounded Adjusted - Fuel2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,Unnamed: 74,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),Unnamed: 130,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe
2022,General Motors,GMC,SIERRA 2WD,GMX,916,2.7,4,Auto(A8),19,22,20,23.7,35.1,27.7568,18.8536,22.1101,20.1919,,TC,Turbocharged,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,SIDI; Transmission with Sport Mode; ,2,2,12,Standard Pick-up Trucks 2WD,,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,2021-10-06,30409,,N,N,,,N,N,AFM and Stop/Start,Y,Active Fuel Management,Y,Cam Phaser,Y,"High,Low,Zero(Cylinder Deactivation)",,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,3-Mode,,,,,,,,,,4,4,,NGMXT02.7100,6,,,,,,,,,,,,,,,,2250.0,473,402,441,,,,,,,
2022,General Motors,GMC,SIERRA 2WD,GMX,915,2.7,4,Auto(A8),19,22,20,23.7,35.1,27.7568,18.8536,22.1101,20.1919,,TC,Turbocharged,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,12,Standard Pick-up Trucks 2WD,,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,2021-10-06,30406,,N,N,,,N,N,AFM and Stop/Start,Y,Active Fuel Management,Y,Cam Phaser,Y,"High,Low,Zero(Cylinder Deactivation)",,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,,,,,,,,,4,4,,NGMXT02.7100,6,,,,,,,,,,,,,,,,2250.0,473,402,441,,,,,,,
2022,General Motors,GMC,SIERRA 2WD,GMX,825,3.0,6,Auto(A10),23,30,26,29.6823,45.3191,35.1381,23.1616,30.0,26.2909,,TC,Turbocharged,A,Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",,20.0,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,T,Truck,,,,,,,1450,1450,,,,,,,,,,,,,,,,,,,,,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-09-27,30295,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,CRDI,Common Rail Direct Diesel Injection,,,N,0W20,Y,Yes,,,,,,,,,,,5,5,,NGMXT03.0352,3,,,,,,,,,,,,,,,,750.0,439,339,394,,,,,,,
2022,General Motors,GMC,SIERRA 2WD,GMX,720,5.3,8,Auto(A10),16,21,18,20.9,33.3,25.1071,16.4355,21.0746,18.2426,,,Naturally Aspirated,A,Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,12,Standard Pick-up Trucks 2WD,,Vehicle Specific 5-cycle label,2022-02-21,30980,,N,N,,,N,N,,Y,dynamic fuel management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,with Sport Mode,,,,,,,,,,3,3,,NGMXT05.3386,6,,,,,,,,,,,,,,,,3250.0,536,420,484,,,,,,,
2022,General Motors,GMC,SIERRA 2WD,GMX,711,5.3,8,Auto(A10),16,21,18,20.7542,32.8616,24.8791,16.3192,20.7973,18.0701,,,Naturally Aspirated,A,Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,12,Standard Pick-up Trucks 2WD,,Vehicle Specific 5-cycle label,2022-02-21,30978,,N,N,,,N,N,,Y,dynamic fuel management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,,,,,,,,,3,3,,NGMXT05.3386,6,,,,,,,,,,,,,,,,3250.0,543,427,491,,,,,,,
2022,General Motors,GMC,SIERRA 2WD,GMX,657,5.3,8,Auto(A6),15,19,16,18.5,28.8,22.0484,14.9703,19.0,16.0,,,Naturally Aspirated,A,Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",85.0,,384,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2200,2200,11.0,15.0,12.0,14.0,22.5,16.8675,11.3289,16.2291,13.1102,288,E,Ethanol (E85),MPG,miles per gallon,2450.0,560.0,423.0,529.0,2450.0,SIDI; FFV; ,1,1,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-10-04,30147,,N,N,,,N,N,,Y,Active Fuel Management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,,,,,,,,,,3,3,3.0,NGMXT05.3385,3,,,,,,,,,,,,,,,,4500.0,593,467,555,,,,,,,
2022,General Motors,GMC,SIERRA 2WD,GMX,951,5.3,8,Auto(A8),16,21,18,20.1436,30.2317,23.7029,15.7445,20.748,17.6611,,,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,12,Standard Pick-up Trucks 2WD,,Vehicle Specific 5-cycle label,2021-10-04,30370,,N,N,,,N,N,,Y,dynamic fuel management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,2-Mode,,,,,,,,,,3,3,,NGMXT05.3386,6,,,,,,,,,,,,,,,,3250.0,564,428,503,,,,,,,
2022,General Motors,GMC,SIERRA 2WD,GMX,842,5.3,8,Auto(A8),16,21,18,19.8804,30.3605,23.5364,15.5744,20.8528,17.5765,,,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,SIDI; Transmission with Sport Mode; ,1,1,12,Standard Pick-up Trucks 2WD,,Vehicle Specific 5-cycle label,2021-10-04,30327,,N,N,,,N,N,,Y,dynamic fuel management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,3-Mode,,,,,,,,,,3,3,,NGMXT05.3386,6,,,,,,,,,,,,,,,,3250.0,570,426,506,,,,,,,
2022,Nissan,NISSAN,FRONTIER 2WD,NSX,883,3.8,6,Auto(S9),18,24,20,23.0,34.0804,26.9418,18.3385,24.2868,20.0,,,Naturally Aspirated,SA,Semi-Automatic,,9,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-08-25,29812,,N,,,,N,N,,N,,Y,"INT;ECM and VTC controller controlled, Electric driven EXH;ECM controlled, Oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,SAE 0W-20,N,No,,,,,,,,,,,4,4,,NNSXT03.8PRA,5,,,,,,,,,,,,,,,,2250.0,485,366,444,,,,,,,
2022,Nissan,NISSAN,TITAN 2WD,NSX,385,5.6,8,Auto(S9),16,21,18,19.3,29.6,22.8832,15.5764,21.311,17.7224,,,Naturally Aspirated,SA,Semi-Automatic,,9,Y,N,R,"2-Wheel Drive, Rear",10.0,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2450,2450,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2022-01-28,30841,,N,,,,N,N,,N,,Y,ECM controlled. oil pressure driven,Y,"VVEL controlled, Motor driven",,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,SAE 0W-20,N,No,,,,,,,,,,,3,3,,NNSXT05.6P9A,5,,,,,,,,,,,,,,,,5750.0,572,418,503,,,,,,,
2022,FCA US LLC,RAM,1500 4X2,CRX,511,3.0,6,Auto(A8),22,32,26,28.7,46.7,34.7225,22.4655,32.3515,26.0473,,TC,Turbocharged,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",,5.0,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,T,Truck,,,,,,,1450,1450,,,,,,,,,,,,,,,,,,,,,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-08-16,29843,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,CRDI,Common Rail Direct Diesel Injection,,,N,5W-40,N,No,,,,,,,,,,,5,5,,NCRXT03.05PW,1,,,,,,,,,,,,,,,,750.0,452,315,390,,,,,,,
2022,FCA US LLC,RAM,1500 4X2,CRX,512,3.6,6,Auto(A8),20,25,22,24.8491,35.2975,28.6678,19.694,25.0847,21.8024,,,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1600,1600,,,,,,,,,,,,,,,,,,,,Mild Hybrid; ,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2022-01-10,30896,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,Battery(s),,1.0,Lithium Ion,,48.0,9.8,42.0,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1.0,AC Induction,,11,,,MFI,Multipoint/sequential fuel injection,N,N,N,SAE 0W-20,Y,Yes,,,,,,,,,,,5,5,,NCRXT03.65P7,5,,,NCRXT03.65P9,7.0,,,,,,,,,,,,1500.0,451,353,407,,,,,,,
2022,FCA US LLC,RAM,1500 4X2,CRX,514,5.7,8,Auto(A8),15,22,17,17.9,31.3499,22.1826,14.5136,22.4805,17.2673,,,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2400,2400,,,,,,,,,,,,,,,,,,,,,1,1,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-08-16,29841,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 0W-20,N,No,,,,,,,,,,,3,3,,NCRXT05.75P0,5,,,,,,,,,,,,,,,,5500.0,612,395,514,,,,,,,
2022,FCA US LLC,RAM,1500 4X2,CRX,513,5.7,8,Auto(A8),18,23,20,22.7,33.0,26.4093,18.117,23.0,20.2239,,,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2000,2000,,,,,,,,,,,,,,,,,,,,Mild Hybrid; ,1,1,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-08-16,29822,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,Battery(s),,1.0,Lithium Ion,,48.0,9.8,42.0,On-Board,,,Electrical Regen Brake,,Both,Y,,,,,1.0,AC Induction,,16,,,MFI,Multipoint/sequential fuel injection,N,N,N,SAE 5W-20,Y,Yes,,,,,,,,,,,4,4,,NCRXT05.75P1,5,,,,,,,,,,,,,,,,3500.0,489,386,443,,,,,,,
2022,FCA US LLC,RAM,1500 Classic 4X2,CRX,551,3.6,6,Auto(A8),17,25,20,21.1499,34.5499,25.6217,16.9657,24.5951,19.7182,,,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2022-01-10,30918,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20,N,No,,,,,,,,,,,4,4,,NCRXT03.65P2,3,,,NCRXT03.65P1,7.0,,,,,,,,,,,,2250.0,522,362,450,,,,,,,
2022,FCA US LLC,RAM,1500 Classic 4X2,CRX,552,5.7,8,Auto(A8),15,21,17,18.233,29.499,22.0168,14.7673,21.2432,17.1152,,,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2400,2400,,,,,,,,,,,,,,,,,,,,,1,1,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2022-01-10,30956,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 0W-20,N,No,,,,,,,,,,,3,3,,NCRXT05.75P0,5,,,NCRXT05.75P2,3.0,,,,,,,,,,,,5500.0,602,418,519,,,,,,,
2022,FCA US LLC,RAM,1500 HFE 4X2,CRX,520,3.0,6,Auto(A8),23,33,26,29.0,48.2,35.3337,22.6786,33.2803,26.4736,,TC,Turbocharged,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",,5.0,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,T,Truck,,,,,,,1450,1450,,,,,,,,,,,,,,,,,,,,,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-08-16,29846,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,CRDI,Common Rail Direct Diesel Injection,,,N,5W-40,N,No,,,,,,,,,,,5,5,,NCRXT03.05PW,1,,,,,,,,,,,,,,,,750.0,448,306,384,,,,,,,
2022,FCA US LLC,RAM,1500 HFE 4X2,CRX,521,3.6,6,Auto(A8),20,26,23,25.7,37.0,29.7948,20.3124,26.1934,22.5953,,,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1550,1550,,,,,,,,,,,,,,,,,,,,Mild Hybrid; ,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-08-16,30879,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,Battery(s),,1.0,Lithium Ion,,48.0,9.8,42.0,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1.0,AC Induction,,11,,,MFI,Multipoint/sequential fuel injection,N,N,N,SAE 0W-20,Y,Yes,,,,,,,,,,,5,5,,NCRXT03.65P7,5,,,NCRXT03.65P9,7.0,,,,,,,,,,,,1250.0,438,340,394,,,,,,,
2022,Toyota,TOYOTA,TUNDRA 2WD,TYX,138,3.4,6,Auto(S10),20,24,22,25.3419,33.1511,28.3468,20.0526,23.6745,21.5352,,TC,Turbocharged,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1600,1600,,,,,,,,,,,,,,,,,,,,SIDI & PFI; Hybrid; ,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2022-03-22,31130,,N,N,,,N,N,,N,,Y,Intake and exhaust,N,,Battery(s),,1.0,NiMH,,288.0,6.5,46.4,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,"Regenerative Braking Source ""Both"" is for TUNDRA 4WD and TUNDRA 4WD PRO.",1.0,Other,AC SYNCHRONOUS,45,,,GDPI,Spark Ignition direct & ported injection,N,N,N,0W-20,Y,Yes,HYBRID,,,,,,,,,,5,5,,NTYXT03.4M53,5,,,,,,,,,,,,,,,,1500.0,440,373,410,,,,,,,
2022,Toyota,TOYOTA,TUNDRA 2WD,TYX,113,3.4,6,Auto(S10),18,23,20,22.7364,32.8715,26.3992,18.1439,23.4898,20.2141,,TC,Turbocharged,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,SIDI & PFI; 3-mode (Sport/Normal/Eco);,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-12-01,30626,,N,N,,,N,N,APPLIED TO TUNDRA (3-drive mode),N,,Y,Intake and exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDPI,Spark Ignition direct & ported injection,,,N,0W-20,Y,Yes,3-mode (Sport/Normal/Eco) TM,,,,,,,,,,4,4,,NTYXT03.4M5W,5,,,,,,,,,,,,,,,,2250.0,491,379,440,,,,,,,
2022,Toyota,TOYOTA,TUNDRA 2WD,TYX,140,3.4,6,Auto(S10),18,24,20,22.5906,33.083,26.3514,18.0361,23.6296,20.1864,,TC,Turbocharged,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,SIDI & PFI; ,2,2,12,Standard Pick-up Trucks 2WD,,Derived 5-cycle label,2021-12-01,30624,,N,N,,,N,N,APPLIED TO TUNDRA (1-drive mode),N,,Y,Intake and exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDPI,Spark Ignition direct & ported injection,,,N,0W-20,Y,Yes,,,,,,,,,,,4,4,,NTYXT03.4M5W,5,,,,,,,,,,,,,,,,2250.0,494,377,441,,,,,,,
2022,General Motors,Chevrolet,SILVERADO 4WD,GMX,920,2.7,4,Auto(A8),17,20,18,21.4,31.2,24.9227,17.1523,19.5837,18.1673,,TC,Turbocharged,A,Automatic,,8,Y,N,4,4-Wheel Drive,10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,SIDI; Transmission with Sport Mode; ,2,2,13,Standard Pick-up Trucks 4WD,,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,2021-10-06,30414,,N,N,,,N,N,AFM and Stop/Start,Y,Active Fuel Management,Y,Cam Phaser,Y,"High,Low,Zero(Cylinder Deactivation)",,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,3-Mode,,,,,,,,,,3,3,,NGMXT02.7100,6,,,,,,,,,,,,,,,,3250.0,518,454,489,,,,,,,
2022,General Motors,Chevrolet,SILVERADO 4WD,GMX,919,2.7,4,Auto(A8),17,20,18,21.4757,31.5192,25.0706,17.2087,19.7868,18.2805,,TC,Turbocharged,A,Automatic,,8,Y,N,4,4-Wheel Drive,10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,13,Standard Pick-up Trucks 4WD,,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,2021-10-06,30413,,N,N,,,N,N,AFM and Stop/Start,Y,Active Fuel Management,Y,Cam Phaser,Y,"High,Low,Zero(Cylinder Deactivation)",,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,,,,,,,,,3,3,,NGMXT02.7100,6,,,,,,,,,,,,,,,,3250.0,516,449,486,,,,,,,
2022,General Motors,Chevrolet,SILVERADO 4WD,GMX,894,3.0,6,Auto(A10),22,26,23,27.5,38.0,31.405,21.6093,26.0,23.0,,TC,Turbocharged,A,Automatic,,10,Y,N,4,4-Wheel Drive,,20.0,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,T,Truck,,,,,,,1650,1650,,,,,,,,,,,,,,,,,,,,Start-Stop;,2,2,13,Standard Pick-up Trucks 4WD,,Derived 5-cycle label,2022-02-14,30995,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,CRDI,Common Rail Direct Diesel Injection,,,N,0W20,Y,Yes,,,,,,,,,,,5,4,,NGMXT03.0353,3,,,,,,,,,,,,,,,,1750.0,471,392,443,,,,,,,
2022,General Motors,Chevrolet,SILVERADO 4WD,GMX,823,3.0,6,Auto(A10),22,26,24,28.5,40.8,32.9732,22.3233,25.9668,23.8278,,TC,Turbocharged,A,Automatic,,10,Y,N,4,4-Wheel Drive,,20.0,,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,T,Truck,,,,,,,1600,1600,,,,,,,,,,,,,,,,,,,,Start-Stop;,2,2,13,Standard Pick-up Trucks 4WD,,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,2021-09-27,30299,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,CRDI,Common Rail Direct Diesel Injection,,,N,0W20,Y,Yes,,,,,,,,,,,5,4,,NGMXT03.0351,3,,,,,,,,,,,,,,,,1500.0,456,392,427,,,,,,,
