Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel2,Hwy CO2 Rounded Adjusted - Fuel2,Comb CO2 Rounded Adjusted - Fuel2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,Unnamed: 74,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),Unnamed: 130,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe
2022,BMW,BMW,M4CompetitionMxDriveConvertible,BMX,493,3.0,6,Auto(S8),16,23,18,19.3569,31.7126,23.4722,15.6194,22.7217,18.176,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10.0,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,84.0,9.0,,,,,2450,2450,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-07-09,29754,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,23.6,,,3,3,,NBMXV03.0SM3,5,,,,,,,,,,,,,,,,5750.0,562,388,484,,,,,,,
2022,BMW,BMW,M8 Competition Convertible,BMX,863,4.4,8,Auto(S8),15,21,17,17.907,29.3812,21.7249,14.5189,21.1641,16.9079,G,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10.0,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81.0,12.0,,,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-03-01,29034,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,0W30,Y,Yes,,,,,,,,21.9,,,3,3,,NBMXJ04.4SM5,3,,,,,,,,,,,,,,,,6500.0,608,417,522,,,,,,,
2022,BMW,BMW,M8 Competition Coupe,BMX,861,4.4,8,Auto(S8),15,21,17,17.907,29.3812,21.7249,14.5189,21.1641,16.9079,G,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10.0,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81.0,15.0,,,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-03-01,29035,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,0W30,Y,Yes,,,,,,,,21.9,,,3,3,,NBMXJ04.4SM5,3,,,,,,,,,,,,,,,,6500.0,608,417,522,,,,,,,
2022,BMW,BMW,M850i xDrive Convertible,BMX,852,4.4,8,Auto(S8),17,24,19,20.772,34.2264,25.2361,16.6833,24.3827,19.4466,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10.0,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81.0,12.0,,,,,2350,2350,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-03-17,29042,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,Y,Yes,,,,,,,,25.4,,,4,4,,NBMXJ04.4N63,3,,,,,,,,,,,,,,,,5250.0,529,362,454,,,,,,,
2022,BMW,BMW,M850i xDrive Coupe,BMX,850,4.4,8,Auto(S8),17,25,20,22.8,36.7,27.4843,17.0,25.0,20.0,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10.0,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81.0,15.0,,,,,2200,2200,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-03-17,29045,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,Y,Yes,,,,,,,,27.7,,,4,4,,NBMXJ04.4N63,3,,,,,,,,,,,,,,,,4500.0,521,354,442,,,,,,,
2022,General Motors,Chevrolet,CAMARO,GMX,51,2.0,4,Auto(S8),22,30,25,27.4,43.8,32.9522,21.5376,30.0,24.8309,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10.0,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77.0,8.0,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-07-14,29789,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,33.2,,,5,5,,NGMXV02.0031,5,,,,,,,,,,,,,,,,2250.0,412,296,358,,,,,,,
2022,General Motors,Chevrolet,CAMARO,GMX,50,2.0,4,Manual(M6),19,29,22,23.5,42.1992,29.3531,18.7066,29.0,22.4007,,TC,Turbocharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10.0,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77.0,8.0,,,,,2000,2000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-07-14,29790,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,29.6,,,5,5,,NGMXV02.0031,5,,,,,,,,,,,,,,,,3500.0,451,311,385,,,,,,,
2022,General Motors,Chevrolet,CAMARO,GMX,31,3.6,6,Auto(S10),18,29,22,23.1,41.4546,28.8477,18.4122,29.0546,22.0461,,,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,77.0,8.0,,,,,1600,1600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-07-16,29837,,N,N,,,N,N,,Y,Active Fuel Management,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,29.1,,,5,5,,NGMXV03.6165,6,,,,,,,,,,,,,,,,1500.0,483,307,404,,,,,,,
2022,General Motors,Chevrolet,CAMARO,GMX,32,3.6,6,Manual(M6),16,26,20,20.26,36.8646,25.4104,16.2995,26.1056,19.6151,,,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,77.0,8.0,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-07-15,29818,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,25.6,,,4,4,,NGMXV03.6165,6,,,,,,,,,,,,,,,,2250.0,544,340,452,,,,,,,
2022,General Motors,Chevrolet,CAMARO,GMX,68,6.2,8,Auto(S10),16,26,20,19.8521,36.8997,25.0626,16.1673,26.4308,19.5906,,,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",10.0,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77.0,8.0,,,,,2200,2200,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,2021-07-26,29918,,N,N,,,N,N,,Y,Active Fuel Management,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,N,No,,,,,,,,25.3,,,4,4,,NGMXV06.2090,1,,,,,,,,,,,,,,,,4500.0,547,336,452,,,,,,,
2022,General Motors,Chevrolet,CAMARO,GMX,66,6.2,8,Auto(S10),13,21,16,15.3094,27.0189,19.0184,12.838,20.9877,15.5563,G,SC,Supercharged,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",10.0,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77.0,8.0,,,,,2750,2750,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,2021-06-29,29647,,N,N,,,N,N,AFM,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,N,No,,,,,,,,19.2,,,3,3,,NGMXV06.2089,1,,,,,,,,,,,,,,,,7250.0,692,423,571,,,,,,,
2022,General Motors,Chevrolet,CAMARO,GMX,55,6.2,8,Manual(M6),16,24,19,19.6,33.4,24.0765,15.8028,23.8388,18.6287,,,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10.0,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77.0,8.0,,,,,2350,2350,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,3,Subcompact Cars,car,Derived 5-cycle label,2021-07-19,29854,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,N,No,,,,,,,,24.3,,,4,4,,NGMXV06.2090,1,,,,,,,,,,,,,,,,5250.0,563,373,477,,,,,,,
2022,General Motors,Chevrolet,CAMARO,GMX,67,6.2,8,Manual(M6),14,20,16,16.7886,27.0213,20.2372,13.6628,19.5704,15.8105,G,SC,Supercharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10.0,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77.0,8.0,,,,,2750,2750,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,3,Subcompact Cars,car,Derived 5-cycle label,2021-06-24,29625,,N,N,,,N,N,AFM,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,N,No,,,,,,,,20.4,,,3,3,,NGMXV06.2089,1,,,,,,,,,,,,,,,,7250.0,650,454,562,,,,,,,
2022,General Motors,Chevrolet,SPARK,GMX,33,1.4,4,Auto(AV),30,38,33,40.3,55.8,46.0571,30.4158,37.8932,33.3799,,,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,83.0,11.0,,,1050,1050,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-04-30,29289,,N,N,,,N,N,,N,,Y,CAM Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W20,N,No,,,,,,,,46.4,,,7,7,,NGMXV01.4050,5,,,,,,,,,,,,,,,1250.0,,292,234,266,,,,,,,
2022,General Motors,Chevrolet,SPARK,GMX,35,1.4,4,Manual(M5),29,38,33,38.6,55.4254,44.7073,29.2865,37.6694,32.5457,,,Naturally Aspirated,M,Manual,,5,N,N,F,"2-Wheel Drive, Front",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,83.0,11.0,,,1050,1050,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-04-30,29292,,N,N,,,N,N,,N,,Y,CAM Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W20,N,No,,,,,,,,45.0,,,7,7,,NGMXV01.4050,5,,,,,,,,,,,,,,,1250.0,,303,236,273,,,,,,,
2022,General Motors,Chevrolet,SPARK ACTIV,GMX,34,1.4,4,Auto(AV),30,37,33,40.3,55.8,46.0571,30.4158,37.0,33.3799,,,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,83.0,11.0,,,1050,1050,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-04-30,29290,,N,N,,,N,N,,N,,Y,CAM Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W20,N,No,,,,,,,,46.4,,,7,7,,NGMXV01.4050,5,,,,,,,,,,,,,,,1250.0,,292,240,266,,,,,,,
2022,General Motors,Chevrolet,SPARK ACTIV,GMX,36,1.4,4,Manual(M5),29,37,32,38.6,55.4254,44.7073,29.2865,37.0,32.0,,,Naturally Aspirated,M,Manual,,5,N,N,F,"2-Wheel Drive, Front",10.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,83.0,11.0,,,1100,1100,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-04-30,29291,,N,N,,,N,N,,N,,Y,CAM Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W20,N,No,,,,,,,,45.0,,,7,7,,NGMXV01.4050,5,,,,,,,,,,,,,,,1000.0,,303,240,278,,,,,,,
2022,Ferrari,"Ferrari North America, Inc.",Roma,FEX,169,3.9,8,Auto(AM8),17,22,19,20.6242,30.9245,24.2605,16.5726,22.197,18.7055,,TC,Turbocharged,AM,Automated Manual,,8,N,N,R,"2-Wheel Drive, Rear",10.0,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,80.0,7.0,,,,,2350,2350,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2021-07-01,30073,,Y,N,,,N,N,,N,Not applicable.,Y,Variable camshaft timing for exhaust and inlet.,N,Not applicable.,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,,N,5W40,Y,Yes,Roma,,,,,,,24.3,,,4,4,,NFEXV03.9T50,6,,,,,,,,,,,,,,,,5250.0,532,398,472,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG,FMX,66,2.3,4,Auto(A10),22,32,25,27.5,46.6,33.7192,21.6093,32.2893,25.3881,,TC,Turbocharged,A,Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83.0,13.0,,,,,1400,1400,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2022-01-06,30960,,N,N,,,N,N,,N,,Y,Dual Intake and Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,"5W-30 (BASE), 5W-50 (HO)",N,No,,,,,,,,34.0,,,5,5,,NFMXV02.3VJY,5,,,,,,,,,,,,,,,,500.0,411,276,350,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG,FMX,69,2.3,4,Auto(S10),21,32,25,27.2531,45.845,33.3368,21.4323,31.8193,25.1227,,TC,Turbocharged,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83.0,13.0,,,,,1400,1400,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2022-01-06,30962,,N,N,,,N,N,,N,,Y,Dual Intake and Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,"5W-30 (BASE), 5W-50 (HO)",N,No,,,,,,,,33.6,,,5,5,,NFMXV02.3VJY,5,,,,,,,,,,,,,,,,500.0,415,280,354,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG,FMX,67,2.3,4,Manual(M6),21,29,24,26.2025,41.6612,31.4547,20.6759,29.1859,23.7985,,TC,Turbocharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83.0,13.0,,,,,1450,1450,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2022-01-06,30768,,N,N,,,N,N,,N,,Y,Dual Intake and Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,"5W-30 (BASE), 5W-50 (HO)",N,No,,,,,,,,31.7,,,5,5,,NFMXV02.3VJY,5,,,,,,,,,,,,,,,,750.0,430,305,373,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG,FMX,72,5.0,8,Auto(S10),15,24,19,19.166,34.184,23.8888,15.4751,24.3548,18.5124,,,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83.0,13.0,,,,,1850,1850,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2022-01-06,30961,,N,N,,,N,N,MUSTANG,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30 / API SP,N,No,,,,,,,,24.1,,,4,4,,NFMXV05.0VKN,3,,,,,,,,,,,,,,,,2750.0,573,364,479,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG,FMX,71,5.0,8,Manual(M6),15,24,18,18.0789,31.3911,22.3426,14.6499,23.7296,17.6971,,,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83.0,13.0,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,2022-01-06,30757,,N,N,,,N,N,MUSTANG,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30 / API SP,N,No,,,,,,,,22.5,,,3,3,,NFMXV05.0VKN,3,,,,,,,,,,,,,,,,3250.0,604,373,500,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,FMX,76,2.3,4,Auto(A10),20,28,23,25.1844,40.4624,30.3395,19.9381,28.4223,23.0319,,TC,Turbocharged,A,Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,80.0,11.0,,,,,1550,1550,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2022-01-06,30964,,Y,N,,,N,N,,N,,Y,Dual Intake and Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,"5W-30 (BASE), 5W-50 (HO)",N,No,,,,,,,,30.6,,,5,5,,NFMXV02.3VJY,5,,,,,,,,,,,,,,,,1250.0,446,312,386,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,FMX,78,2.3,4,Auto(S10),20,28,23,25.1373,40.2971,30.26,19.9038,28.3167,22.9755,,TC,Turbocharged,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,80.0,11.0,,,,,1550,1550,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2022-01-06,30963,,Y,N,,,N,N,,N,,Y,Dual Intake and Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,"5W-30 (BASE), 5W-50 (HO)",N,No,,,,,,,,30.5,,,5,5,,NFMXV02.3VJY,5,,,,,,,,,,,,,,,,1250.0,446,313,386,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,FMX,77,2.3,4,Manual(M6),20,27,23,26.2025,41.6612,31.4547,20.0,27.0,23.0,,TC,Turbocharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,80.0,11.0,,,,,1550,1550,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2022-01-06,30772,,N,N,,,N,N,,N,,Y,Dual Intake and Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,"5W-30 (BASE), 5W-50 (HO)",N,No,,,,,,,,31.7,,,5,5,,NFMXV02.3VJY,5,,,,,,,,,,,,,,,,1250.0,444,330,386,,,,,,,
2022,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,FMX,80,5.0,8,Auto(S10),15,23,18,18.6008,32.3931,23.0094,15.0468,23.1732,17.8662,,,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15.0,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,80.0,11.0,,,,,1950,1950,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2022-01-06,30966,,Y,N,,,N,N,MUSTANG,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30 / API SP,N,No,,,,,,,,23.2,,,3,3,,NFMXV05.0VKN,3,,,,,,,,,,,,,,,,3250.0,590,383,497,,,,,,,
