Year,Manufacturer,Division,Car_Model,City_FE_Alternative,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,Annual_Fuel_Cost_Conventional,Annual_Fuel_Cost_Alternative,Fuel_Efficiency_Rating,GHG_Rating,Savings_5Yrs,Spending_5Yrs,City_CO2,Hwy_CO2,Comb_CO2
2021,Ford Motor Company,Ford,EXPLORER RWD,21.0,28.0,24.0,1700,,5,5,,1000.0,424,312,373
2021,Ford Motor Company,Ford,EXPLORER RWD,21.0,28.0,24.0,1700,,5,5,,1000.0,424,312,373
2021,Ford Motor Company,Ford,EXPLORER RWD,18.0,26.0,21.0,1950,,4,4,,2250.0,499,348,431
2021,General Motors,GMC,ACADIA FWD,22.0,29.0,25.0,1600,,5,5,,500.0,403,302,349
2021,General Motors,GMC,ACADIA FWD,21.0,27.0,23.0,1750,,5,5,,1250.0,422,333,382
2021,General Motors,GMC,ACADIA FWD,19.0,27.0,22.0,1850,,4,4,,1750.0,461,330,402
2021,General Motors,GMC,YUKON 2WD,21.0,27.0,23.0,1950,,5,4,,2250.0,491,372,437
2021,General Motors,GMC,YUKON 2WD,15.0,20.0,17.0,2400,,3,3,,4500.0,579,444,523
2021,General Motors,GMC,YUKON 2WD,16.0,20.0,18.0,2250,,3,3,,3750.0,541,441,492
2021,General Motors,GMC,YUKON 2WD,14.0,20.0,16.0,3050,,2,2,,7750.0,631,438,544
2021,General Motors,GMC,YUKON 2WD,15.0,20.0,17.0,2850,,3,3,,6750.0,596,437,525
2021,General Motors,GMC,YUKON XL 2WD,21.0,27.0,23.0,1950,,5,4,,2250.0,491,372,437
2021,General Motors,GMC,YUKON XL 2WD,15.0,20.0,17.0,2400,,3,3,,4500.0,579,444,523
2021,General Motors,GMC,YUKON XL 2WD,16.0,20.0,18.0,2250,,3,3,,3750.0,541,441,492
2021,General Motors,GMC,YUKON XL 2WD,14.0,20.0,16.0,3050,,2,2,,7750.0,657,454,566
2021,General Motors,GMC,YUKON XL 2WD,14.0,20.0,16.0,3050,,2,2,,7750.0,616,445,539
2021,Hyundai,HYUNDAI MOTOR COMPANY,Palisade FWD,19.0,26.0,22.0,1850,,4,4,,1750.0,463,337,407
2021,Nissan,INFINITI,QX80 2WD,14.0,20.0,16.0,3050,,2,2,,7750.0,636,452,554
2021,FCA US LLC,Jeep,Grand Cherokee 4X2,19.0,26.0,21.0,1950,,4,4,,2250.0,470,344,414
2021,FCA US LLC,Jeep,Grand Cherokee L 4X2,19.0,26.0,21.0,1950,,4,4,,2250.0,471,348,416
2021,Ford Motor Company,Lincoln,AVIATOR RWD,18.0,26.0,21.0,1950,,4,4,,2250.0,499,348,431
2021,Ford Motor Company,Lincoln,NAVIGATOR 2WD,16.0,22.0,18.0,2250,,3,3,,3750.0,555,402,486
2021,Ford Motor Company,Lincoln,NAVIGATOR L 2WD,16.0,21.0,18.0,2250,,3,3,,3750.0,555,424,494
2021,Nissan,NISSAN,ARMADA 2WD,14.0,19.0,16.0,3050,,2,2,,7750.0,630,470,558
2021,Toyota,TOYOTA,4RUNNER 2WD,16.0,19.0,17.0,2400,,3,3,,4500.0,539,460,503
2021,Toyota,TOYOTA,SEQUOIA 2WD,13.0,17.0,15.0,2700,,2,2,,6000.0,686,513,608
2021,Volvo,Volvo,XC90 FWD,21.0,30.0,25.0,1950,,5,5,,2250.0,413,296,361
2021,aston martin,Aston Martin,DBX V8,14.0,18.0,15.0,3250,,2,2,,8750.0,644,483,572
2021,Volkswagen Group of,Audi,Q7,19.0,23.0,21.0,2300,,4,4,,4000.0,464,378,425
2021,Volkswagen Group of,Audi,Q7,18.0,23.0,20.0,2450,,4,4,,4750.0,504,391,453
2021,Volkswagen Group of,Audi,Q8,18.0,23.0,20.0,2450,,4,4,,4750.0,504,391,453
2021,Volkswagen Group of,Audi,RS Q8,13.0,19.0,15.0,3250,,2,2,,8750.0,675,462,579
2021,Volkswagen Group of,Audi,SQ7,15.0,21.0,17.0,2850,,3,3,,6750.0,599,427,522
2021,Volkswagen Group of,Audi,SQ8,15.0,21.0,17.0,2850,,3,3,,6750.0,599,427,522
2021,Volkswagen Group of,Bentley,Bentayga,15.0,24.0,18.0,2700,,3,3,,6000.0,597,375,497
2021,Volkswagen Group of,Bentley,Bentayga,12.0,18.0,14.0,3500,,1,1,,10000.0,716,493,616
2021,BMW,BMW,ALPINA XB7,15.0,21.0,17.0,2850,,3,3,,6750.0,584,428,514
2021,BMW,BMW,X5 M,13.0,18.0,15.0,3250,,2,2,,8750.0,668,486,586
2021,BMW,BMW,X5 M Competition,13.0,18.0,15.0,3250,,2,2,,8750.0,668,486,586
2021,BMW,BMW,X5 M50i,16.0,22.0,18.0,2700,,3,3,,6000.0,552,410,488
2021,BMW,BMW,X5 xDrive40i,21.0,25.0,23.0,2100,,5,5,,3000.0,425,345,389
2021,BMW,BMW,X6 M,13.0,18.0,15.0,3250,,2,2,,8750.0,668,486,586
2021,BMW,BMW,X6 M Competition,13.0,18.0,15.0,3250,,2,2,,8750.0,668,486,586
2021,BMW,BMW,X6 M50i,16.0,22.0,18.0,2700,,3,3,,6000.0,552,410,488
2021,BMW,BMW,X6 xDrive40i,21.0,25.0,23.0,2100,,5,5,,3000.0,425,345,389
2021,BMW,BMW,X7 M50i,15.0,21.0,17.0,2850,,3,3,,6750.0,584,428,514
2021,BMW,BMW,X7 xDrive40i,19.0,24.0,21.0,2300,,4,4,,4000.0,452,364,412
2021,General Motors,Buick,ENCLAVE AWD,17.0,25.0,20.0,2000,,4,4,,2500.0,522,360,440
2021,General Motors,Cadillac,ESCALADE 4WD,20.0,26.0,22.0,2050,,4,4,,2750.0,503,372,444
2021,General Motors,Cadillac,ESCALADE 4WD,13.0,19.0,16.0,3050,,2,2,,7750.0,657,463,570
2021,General Motors,Cadillac,ESCALADE 4WD,14.0,19.0,16.0,3050,,2,2,,7750.0,632,468,558
2021,General Motors,Chevrolet,SUBURBAN 4WD,20.0,26.0,22.0,2050,,4,4,,2750.0,503,372,444
2021,General Motors,Chevrolet,SUBURBAN 4WD,15.0,19.0,16.0,2550,,2,2,,5250.0,606,467,555
2021,General Motors,Chevrolet,SUBURBAN 4WD,15.0,19.0,17.0,2400,,3,3,,4500.0,578,467,515
2021,General Motors,Chevrolet,SUBURBAN 4WD,13.0,19.0,16.0,3050,,2,2,,7750.0,657,463,570
2021,General Motors,Chevrolet,SUBURBAN 4WD,14.0,19.0,16.0,3050,,2,2,,7750.0,632,468,558
2021,General Motors,Chevrolet,TAHOE 4WD,20.0,26.0,22.0,2050,,4,4,,2750.0,503,372,444
2021,General Motors,Chevrolet,TAHOE 4WD,15.0,20.0,17.0,2400,,3,3,,4500.0,582,444,523
2021,General Motors,Chevrolet,TAHOE 4WD,16.0,20.0,18.0,2250,,3,3,,3750.0,558,444,496
2021,General Motors,Chevrolet,TAHOE 4WD,13.0,19.0,16.0,3050,,2,2,,7750.0,657,463,570
2021,General Motors,Chevrolet,TAHOE 4WD,14.0,19.0,16.0,3050,,2,2,,7750.0,632,468,558
2021,General Motors,Chevrolet,TRAVERSE AWD,17.0,25.0,20.0,2000,,4,4,,2500.0,522,358,439
2021,FCA US LLC,Dodge,Durango AWD,18.0,25.0,21.0,1950,,4,4,,2250.0,481,361,427
2021,FCA US LLC,Dodge,Durango AWD,14.0,22.0,17.0,2650,,3,3,,5750.0,633,410,533
2021,FCA US LLC,Dodge,Durango SRT AWD,12.0,17.0,13.0,3750,,1,1,,11250.0,773,520,659
2021,FCA US LLC,Dodge,Durango SRT AWD,13.0,19.0,15.0,3250,,2,2,,8750.0,687,459,584
2021,Ford Motor Company,Ford,EXPEDITION 4WD,17.0,22.0,19.0,2150,,3,3,,3250.0,534,405,476
2021,Ford Motor Company,Ford,EXPEDITION MAX 4WD,16.0,21.0,18.0,2250,,3,3,,3750.0,555,423,494
2021,Ford Motor Company,Ford,EXPLORER AWD,20.0,27.0,23.0,1750,,5,5,,1250.0,444,330,386
2021,Ford Motor Company,Ford,EXPLORER AWD,20.0,27.0,23.0,1750,,5,5,,1250.0,444,330,386
2021,Ford Motor Company,Ford,EXPLORER AWD,18.0,24.0,20.0,2000,,4,4,,2500.0,507,370,445
2021,Ford Motor Company,Ford,EXPLORER FFV AWD,11.0,15.0,13.0,2150,2600.0,3,3,,3250.0,547,379,471
2021,Ford Motor Company,Ford,EXPLORER HEV AWD,23.0,26.0,25.0,1600,,5,5,,500.0,379,340,361
2021,Ford Motor Company,Ford,EXPLORER TIMBERLINE AWD,19.0,23.0,21.0,1950,,4,4,,2250.0,461,394,431
2021,Hyundai,GENESIS,GV80 AWD,21.0,25.0,22.0,2200,,4,4,,3500.0,434,361,401
2021,Hyundai,GENESIS,GV80 AWD,18.0,23.0,20.0,2450,,4,4,,4750.0,492,395,448
2021,General Motors,GMC,ACADIA AWD,22.0,27.0,24.0,1700,,5,5,,1000.0,401,328,362
2021,General Motors,GMC,ACADIA AWD,19.0,26.0,21.0,1950,,4,4,,2250.0,472,342,413
2021,General Motors,GMC,YUKON 4WD,20.0,26.0,22.0,2050,,4,4,,2750.0,503,372,444
2021,General Motors,GMC,YUKON 4WD,15.0,20.0,17.0,2400,,3,3,,4500.0,582,444,523
2021,General Motors,GMC,YUKON 4WD,16.0,20.0,18.0,2250,,3,3,,3750.0,558,444,496
2021,General Motors,GMC,YUKON 4WD,13.0,19.0,16.0,3050,,2,2,,7750.0,657,463,570
2021,General Motors,GMC,YUKON 4WD,14.0,19.0,16.0,3050,,2,2,,7750.0,632,468,558
2021,General Motors,GMC,YUKON XL 4WD,20.0,26.0,22.0,2050,,4,4,,2750.0,503,372,444
2021,General Motors,GMC,YUKON XL 4WD,15.0,19.0,16.0,2550,,2,2,,5250.0,606,467,555
2021,General Motors,GMC,YUKON XL 4WD,15.0,19.0,17.0,2400,,3,3,,4500.0,578,467,515
2021,General Motors,GMC,YUKON XL 4WD,13.0,19.0,16.0,3050,,2,2,,7750.0,657,463,570
2021,General Motors,GMC,YUKON XL 4WD,14.0,19.0,16.0,3050,,2,2,,7750.0,632,468,558
2021,Hyundai,HYUNDAI MOTOR COMPANY,Palisade AWD,19.0,24.0,21.0,1950,,4,4,,2250.0,473,369,426
2021,Nissan,INFINITI,QX80 4WD,13.0,19.0,15.0,3250,,2,2,,8750.0,665,457,593
2021,Nissan,INFINITI,QX80 4WD,13.0,19.0,15.0,3250,,2,2,,8750.0,685,462,594
2021,FCA US LLC,Jeep,Grand Cherokee 4X4,18.0,25.0,21.0,1950,,4,4,,2250.0,481,361,427
2021,FCA US LLC,Jeep,Grand Cherokee 4X4,14.0,22.0,17.0,2650,,3,3,,5750.0,633,410,533
2021,FCA US LLC,Jeep,Grand Cherokee L 4X4,18.0,25.0,21.0,1950,,4,4,,2250.0,490,353,428
2021,FCA US LLC,Jeep,Grand Cherokee L 4X4,14.0,22.0,17.0,2650,,3,3,,5750.0,633,410,533
2021,FCA US LLC,Jeep,Grand Cherokee SRT 4x4,13.0,19.0,15.0,3250,,2,2,,8750.0,689,474,592
2021,FCA US LLC,Jeep,Grand Cherokee Trackhawk 4x4,11.0,17.0,13.0,3750,,1,1,,11250.0,785,516,664
2021,Volkswagen Group of,Lamborghini,Urus,12.0,17.0,14.0,3500,,1,1,,10000.0,700,516,617
2021,Jaguar Land Rover L,Land Rover,Defender 110,17.0,20.0,18.0,2700,,3,3,,6000.0,536,438,492
2021,Jaguar Land Rover L,Land Rover,Defender 110 MHEV,17.0,22.0,19.0,2550,,3,3,,5250.0,507,406,462
2021,Jaguar Land Rover L,Land Rover,Defender 90,18.0,21.0,19.0,2550,,3,3,,5250.0,499,425,466
2021,Jaguar Land Rover L,Land Rover,Defender 90 MHEV,17.0,22.0,19.0,2550,,3,3,,5250.0,507,406,462
2021,Jaguar Land Rover L,Land Rover,Discovery,19.0,22.0,21.0,2300,,4,4,,4000.0,462,403,436
2021,Jaguar Land Rover L,Land Rover,Discovery MHEV,18.0,24.0,21.0,2300,,4,4,,4000.0,486,373,435
2021,Jaguar Land Rover L,Land Rover,Range Rover,22.0,28.0,24.0,1900,,5,4,,2000.0,458,355,412
2021,Jaguar Land Rover L,Land Rover,Range Rover,16.0,21.0,18.0,2700,,3,3,,6000.0,544,426,491
2021,Jaguar Land Rover L,Land Rover,Range Rover LWB,16.0,21.0,18.0,2700,,3,3,,6000.0,544,426,491
2021,Jaguar Land Rover L,Land Rover,Range Rover LWB SVA,13.0,19.0,15.0,3250,,2,2,,8750.0,674,479,587
2021,Jaguar Land Rover L,Land Rover,Range Rover MHEV,18.0,23.0,20.0,2450,,4,4,,4750.0,501,385,449
2021,Jaguar Land Rover L,Land Rover,Range Rover Sport,22.0,28.0,24.0,1900,,5,4,,2000.0,458,355,412
2021,Jaguar Land Rover L,Land Rover,Range Rover Sport,17.0,22.0,19.0,2550,,3,3,,5250.0,529,402,472
2021,Jaguar Land Rover L,Land Rover,Range Rover Sport MHEV,19.0,24.0,21.0,2300,,4,4,,4000.0,481,375,433
2021,Jaguar Land Rover L,Land Rover,Range Rover Sport SVR,15.0,20.0,16.0,3050,,2,2,,7750.0,612,453,540
2021,Jaguar Land Rover L,Land Rover,Range Rover SVA,14.0,19.0,16.0,3050,,2,2,,7750.0,645,477,569
2021,Toyota,LEXUS,GX 460,15.0,19.0,16.0,3050,,2,2,,7750.0,607,463,542
2021,Toyota,LEXUS,LX 570,12.0,16.0,14.0,3500,,1,1,,10000.0,718,535,636
2021,Toyota,LEXUS,RX 450h AWD,31.0,28.0,30.0,1600,,6,6,,500.0,283,315,297
2021,Toyota,LEXUS,RX 450h L AWD,29.0,28.0,29.0,1700,,6,6,,1000.0,305,315,305
2021,Ford Motor Company,Lincoln,AVIATOR AWD,17.0,24.0,20.0,2000,,4,4,,2500.0,523,370,445
2021,Ford Motor Company,Lincoln,NAVIGATOR 4WD,16.0,20.0,17.0,2400,,3,3,,4500.0,568,435,508
2021,Maserati,MASERATI,LEVANTE,16.0,22.0,18.0,2700,,3,3,,6000.0,567,408,495
2021,Maserati,MASERATI,LEVANTE GTS,13.0,20.0,16.0,3050,,2,2,,7750.0,654,449,562
2021,Maserati,MASERATI,LEVANTE S,16.0,22.0,18.0,2700,,3,3,,6000.0,567,408,495
2021,Maserati,MASERATI,LEVANTE TROFEO,13.0,20.0,16.0,3050,,2,2,,7750.0,654,449,562
2021,Mercedes-Benz,Mercedes-Benz,AMG G 63,13.0,16.0,14.0,3500,,1,1,,10000.0,694,567,637
2021,Mercedes-Benz,Mercedes-Benz,AMG GLE 53 4MATIC+,18.0,22.0,19.0,2550,,3,3,,5250.0,499,408,458
2021,Mercedes-Benz,Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),18.0,23.0,20.0,2450,,4,4,,4750.0,480,391,440
2021,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S 4MATIC+,15.0,19.0,16.0,3050,,2,2,,7750.0,601,465,540
2021,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),15.0,19.0,17.0,2850,,3,3,,6750.0,589,467,534
2021,Mercedes-Benz,Mercedes-Benz,AMG GLS 63 4MATIC+,14.0,18.0,16.0,3050,,2,2,,7750.0,615,489,559
2021,Mercedes-Benz,Mercedes-Benz,G 550,17.0,19.0,18.0,2700,,3,3,,6000.0,513,470,494
2021,Mercedes-Benz,Mercedes-Benz,GLE 450 4MATIC,21.0,26.0,23.0,2100,,5,5,,3000.0,430,348,393
2021,Mercedes-Benz,Mercedes-Benz,GLE 580 4MATIC,17.0,22.0,19.0,2550,,3,3,,5250.0,518,400,465
2021,Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,20.0,24.0,21.0,2300,,4,4,,4000.0,451,369,414
2021,Mercedes-Benz,Mercedes-Benz,GLS 580 4MATIC,16.0,21.0,18.0,2700,,3,3,,6000.0,548,422,491
2021,Mercedes-Benz,Mercedes-Benz,GLS 600 4MATIC Maybach,15.0,19.0,16.0,3050,,2,2,,7750.0,602,462,539
2021,Nissan,NISSAN,ARMADA 4WD,13.0,18.0,15.0,3250,,2,2,,8750.0,686,495,595
2021,Nissan,NISSAN,ARMADA 4WD,13.0,18.0,15.0,3250,,2,2,,8750.0,685,495,594
2021,Porsche,Porsche,Cayenne,19.0,23.0,20.0,2450,,4,4,,4750.0,470,387,432
2021,Porsche,Porsche,Cayenne Coupé,19.0,23.0,20.0,2450,,4,4,,4750.0,477,388,437
2021,Porsche,Porsche,Cayenne GTS,15.0,19.0,17.0,2850,,3,3,,6750.0,591,461,533
2021,Porsche,Porsche,Cayenne GTS Coupe,15.0,19.0,17.0,2850,,3,3,,6750.0,574,464,525
2021,Porsche,Porsche,Cayenne S,18.0,22.0,20.0,2450,,4,4,,4750.0,492,394,448
2021,Porsche,Porsche,Cayenne S Coupé,18.0,22.0,19.0,2550,,3,3,,5250.0,501,409,460
2021,Porsche,Porsche,Cayenne Turbo,15.0,19.0,17.0,2850,,3,3,,6750.0,583,463,529
2021,Porsche,Porsche,Cayenne Turbo Coupé,15.0,19.0,17.0,2850,,3,3,,6750.0,595,461,535
2021,Subaru,Subaru,ASCENT AWD,21.0,27.0,23.0,1750,,5,5,,1250.0,430,332,386
2021,Subaru,Subaru,ASCENT LIMITED/TOURING AWD,20.0,26.0,22.0,1850,,4,4,,1750.0,446,347,401
2021,Toyota,TOYOTA,4RUNNER 4WD,16.0,19.0,17.0,2400,,3,3,,4500.0,557,464,515
2021,Toyota,TOYOTA,4RUNNER 4WD,16.0,19.0,17.0,2400,,3,3,,4500.0,557,464,515
2021,Toyota,TOYOTA,HIGHLANDER HYBRID AWD,35.0,35.0,35.0,1150,,7,7,1750.0,,252,256,254
2021,Toyota,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,35.0,34.0,35.0,1150,,7,7,1750.0,,248,255,251
2021,Toyota,TOYOTA,LAND CRUISER WAGON 4WD,13.0,17.0,14.0,2900,,1,1,,7000.0,698,520,618
2021,Toyota,TOYOTA,SEQUOIA 4WD,13.0,17.0,14.0,2900,,1,1,,7000.0,697,521,618
2021,Volkswagen Group of,Volkswagen,Atlas 4Motion,16.0,22.0,18.0,2250,,3,3,,3750.0,547,409,485
2021,Volvo,Volvo,XC90 AWD,19.0,28.0,22.0,2200,,4,4,,3500.0,456,318,394
2021,Volvo,Volvo,XC90 AWD,20.0,28.0,23.0,2100,,5,5,,3000.0,433,314,380
2022,Honda,Acura,NSX,21.0,22.0,21.0,2100,,4,4,,4000.0,420,406,420
2022,Honda,Acura,NSX,21.0,22.0,21.0,2100,,4,4,,4000.0,420,406,420
2022,aston martin,Aston Martin,Vantage V8,18.0,24.0,20.0,2200,,4,4,,4500.0,494,364,435
2022,Volkswagen Group of,Audi,R8 Coupe,13.0,19.0,15.0,2950,,2,2,,8250.0,670,453,572
2022,Volkswagen Group of,Audi,R8 Coupe RWD,14.0,23.0,17.0,2600,,3,3,,6500.0,627,385,518
2022,Volkswagen Group of,Audi,R8 Spyder,13.0,19.0,15.0,2950,,2,2,,8250.0,670,453,572
2022,Volkswagen Group of,Audi,R8 Spyder RWD,14.0,23.0,17.0,2600,,3,3,,6500.0,627,385,518
2022,Volkswagen Group of,Audi,TT Roadster quattro,23.0,30.0,26.0,1350,,5,5,,250.0,389,292,346
2022,BMW,BMW,Z4 M40i,22.0,29.0,25.0,1750,,5,5,,2250.0,403,303,358
2022,BMW,BMW,Z4 sDrive30i,25.0,32.0,28.0,1600,,6,6,,1500.0,351,274,317
2022,Volkswagen Group of,Bugatti,Chiron,9.0,14.0,11.0,4000,,1,1,,13500.0,1010,632,840
2022,Volkswagen Group of,Bugatti,Chiron Pur Sport,8.0,11.0,9.0,4900,,1,1,,18000.0,1135,788,979
2022,Volkswagen Group of,Bugatti,Chiron Super Sport,8.0,11.0,9.0,4900,,1,1,,18000.0,1135,788,979
2022,General Motors,Chevrolet,CORVETTE,16.0,24.0,19.0,2350,,4,4,,5250.0,571,365,478
2022,Ferrari,"Ferrari North America, Inc.",812 Competizione,12.0,16.0,14.0,3150,,2,2,,9250.0,724,564,652
2022,Ferrari,"Ferrari North America, Inc.",812 GTS,12.0,15.0,13.0,3400,,1,1,,10500.0,733,581,665
2022,Ferrari,"Ferrari North America, Inc.",F8 Spider,15.0,18.0,16.0,2750,,3,3,,7250.0,606,487,552
2022,Ferrari,"Ferrari North America, Inc.",F8 Tributo,15.0,19.0,16.0,2750,,3,3,,7250.0,605,462,541
2022,Ford Motor Company,Ford,FORD GT,12.0,18.0,14.0,3150,,2,2,,9250.0,752,485,632
2022,Jaguar Land Rover L,Jaguar,F-TYPE P450 AWD R-Dynamic Conv,16.0,24.0,18.0,2450,,3,3,,5750.0,571,369,481
2022,Jaguar Land Rover L,Jaguar,F-TYPE P450 AWD R-Dynamic Coupe,16.0,24.0,18.0,2450,,3,3,,5750.0,571,369,481
2022,Jaguar Land Rover L,Jaguar,F-TYPE P450 RWD Convertible,17.0,24.0,19.0,2350,,4,4,,5250.0,536,367,460
2022,Jaguar Land Rover L,Jaguar,F-TYPE P450 RWD Coupe,17.0,24.0,19.0,2350,,4,4,,5250.0,536,367,460
2022,Jaguar Land Rover L,Jaguar,F-TYPE R AWD Convertible,16.0,24.0,18.0,2450,,3,3,,5750.0,571,369,481
2022,Jaguar Land Rover L,Jaguar,F-TYPE R AWD Coupe,16.0,24.0,18.0,2450,,3,3,,5750.0,571,369,481
2022,Volkswagen Group of,Lamborghini,Aventador Countach,9.0,16.0,11.0,4000,,1,1,,13500.0,986,543,787
2022,Volkswagen Group of,Lamborghini,Aventador Coupe,9.0,16.0,11.0,4000,,1,1,,13500.0,998,563,802
2022,Volkswagen Group of,Lamborghini,Aventador Roadster,9.0,16.0,11.0,4000,,1,1,,13500.0,998,563,802
2022,Volkswagen Group of,Lamborghini,Huracan Coupe,13.0,18.0,15.0,2950,,2,2,,8250.0,681,492,596
2022,Volkswagen Group of,Lamborghini,Huracan Coupe RWD,13.0,18.0,15.0,2950,,2,2,,8250.0,681,492,596
2022,Volkswagen Group of,Lamborghini,Huracan Spyder,13.0,18.0,15.0,2950,,2,2,,8250.0,681,492,596
2022,Volkswagen Group of,Lamborghini,Huracan Spyder RWD,13.0,18.0,15.0,2950,,2,2,,8250.0,681,492,596
2022,Maserati,MASERATI,MC20,15.0,25.0,18.0,2450,,3,3,,5750.0,576,351,474
2022,MAZDA,MAZDA,MX-5,26.0,35.0,30.0,1500,,6,6,,1000.0,339,251,299
2022,MAZDA,MAZDA,MX-5,26.0,34.0,29.0,1550,,6,6,,1250.0,338,264,305
2022,McLaren Automotive ,McLaren,720S Coupe,15.0,22.0,18.0,2450,,3,3,,5750.0,588,405,505
2022,McLaren Automotive ,McLaren,720S Spider,15.0,22.0,18.0,2450,,3,3,,5750.0,588,405,505
2022,McLaren Automotive ,McLaren,765LT Spider,14.0,18.0,16.0,2750,,3,3,,7250.0,627,489,565
2022,McLaren Automotive ,McLaren,GT,15.0,22.0,18.0,2450,,3,3,,5750.0,587,401,504
2022,Porsche,Porsche,718 Boxster,21.0,27.0,24.0,1850,,5,5,,2750.0,414,328,375
2022,Porsche,Porsche,718 Boxster,20.0,26.0,22.0,2000,,5,5,,3500.0,440,337,394
2022,Porsche,Porsche,718 Boxster GTS 4.0,19.0,24.0,21.0,2100,,4,4,,4000.0,460,367,418
2022,Porsche,Porsche,718 Boxster GTS 4.0,17.0,24.0,19.0,2350,,4,4,,5250.0,523,377,458
2022,Porsche,Porsche,718 Boxster S,19.0,25.0,22.0,2000,,5,5,,3500.0,461,348,410
2022,Porsche,Porsche,718 Boxster S,19.0,24.0,21.0,2100,,4,4,,4000.0,472,363,423
2022,Porsche,Porsche,718 Boxster T,21.0,27.0,23.0,1900,,5,5,,3000.0,422,328,380
2022,Porsche,Porsche,718 Boxster T,20.0,26.0,22.0,2000,,5,5,,3500.0,440,337,394
2022,Porsche,Porsche,718 Cayman,21.0,27.0,24.0,1850,,5,5,,2750.0,414,328,375
2022,Porsche,Porsche,718 Cayman,20.0,26.0,22.0,2000,,5,5,,3500.0,440,337,394
2022,Porsche,Porsche,718 Cayman GT4,18.0,24.0,20.0,2200,,4,4,,4500.0,488,373,436
2022,Porsche,Porsche,718 Cayman GT4,17.0,23.0,19.0,2350,,4,4,,5250.0,524,382,460
2022,Porsche,Porsche,718 Cayman GTS 4.0,19.0,24.0,21.0,2100,,4,4,,4000.0,460,367,418
2022,Porsche,Porsche,718 Cayman GTS 4.0,17.0,24.0,19.0,2350,,4,4,,5250.0,523,377,458
2022,Porsche,Porsche,718 Cayman S,19.0,25.0,22.0,2000,,5,5,,3500.0,461,348,410
2022,Porsche,Porsche,718 Cayman S,19.0,24.0,21.0,2100,,4,4,,4000.0,472,363,423
2022,Porsche,Porsche,718 Cayman T,21.0,27.0,23.0,1900,,5,5,,3000.0,422,328,380
2022,Porsche,Porsche,718 Cayman T,20.0,26.0,22.0,2000,,5,5,,3500.0,440,337,394
2022,Porsche,Porsche,718 Spyder,18.0,24.0,20.0,2200,,4,4,,4500.0,488,373,436
2022,Porsche,Porsche,718 Spyder,17.0,23.0,19.0,2350,,4,4,,5250.0,524,382,460
2022,Porsche,Porsche,911 GT3,15.0,18.0,16.0,2750,,3,3,,7250.0,586,478,538
2022,Porsche,Porsche,911 GT3,14.0,18.0,16.0,2750,,3,3,,7250.0,637,490,571
2022,Porsche,Porsche,911 GT3 Touring,15.0,18.0,16.0,2750,,3,3,,7250.0,589,477,539
2022,Porsche,Porsche,911 GT3 Touring,14.0,18.0,16.0,2750,,3,3,,7250.0,635,490,570
2022,BMW,TOYOTA,Supra 2.0,25.0,32.0,28.0,1600,,6,6,,1500.0,351,274,317
2022,BMW,TOYOTA,Supra 3.0,22.0,30.0,25.0,1750,,5,5,,2250.0,396,297,351
2022,aston martin,Aston Martin,DB11 V12,14.0,22.0,17.0,2600,,3,3,,6500.0,618,404,522
2022,aston martin,Aston Martin,DB11 V8,18.0,24.0,20.0,2200,,4,4,,4500.0,486,365,431
2022,aston martin,Aston Martin,DBS,14.0,22.0,17.0,2600,,3,3,,6500.0,618,404,522
2022,Volkswagen Group of,Bentley,Continental GT Speed Convertible,12.0,18.0,14.0,3150,,2,2,,9250.0,761,483,636
2022,Volkswagen Group of,Bentley,Continental GT V8 Convertible,16.0,26.0,19.0,2350,,4,4,,5250.0,575,347,473
2022,Ferrari,"Ferrari North America, Inc.",Portofino M,16.0,23.0,19.0,2350,,4,4,,5250.0,539,386,471
2022,Toyota,LEXUS,LC 500 CONVERTIBLE,15.0,25.0,18.0,2450,,3,3,,5750.0,598,356,489
2022,Mercedes-Benz,Mercedes-Benz,AMG SL 55 4MATIC+,14.0,21.0,16.0,2750,,3,3,,7250.0,644,426,546
2022,Mercedes-Benz,Mercedes-Benz,AMG SL 63 4MATIC+,14.0,21.0,16.0,2750,,3,3,,7250.0,644,426,546
2022,BMW,Mini,COOPER CONVERTIBLE,29.0,38.0,32.0,1400,,7,7,,500.0,307,232,273
2022,BMW,Mini,COOPER CONVERTIBLE,27.0,37.0,31.0,1450,,7,7,,750.0,323,237,284
2022,BMW,Mini,COOPER S CONVERTIBLE,27.0,36.0,30.0,1500,,6,6,,1000.0,332,246,293
2022,BMW,Mini,COOPER S CONVERTIBLE,23.0,33.0,26.0,1700,,5,5,,2000.0,387,271,335
2022,BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,24.0,33.0,28.0,1600,,6,6,,1500.0,359,271,319
2022,Porsche,Porsche,911 Carrera,18.0,24.0,20.0,2200,,4,4,,4500.0,492,369,443
2022,Porsche,Porsche,911 Carrera 4,18.0,24.0,20.0,2200,,4,4,,4500.0,491,368,442
