Year,Manufacturer,Division,Car_Model,City_FE_Alternative,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,Annual_Fuel_Cost_Conventional,Annual_Fuel_Cost_Alternative,Fuel_Efficiency_Rating,GHG_Rating,Savings_5Yrs,Spending_5Yrs,City_CO2,Hwy_CO2,Comb_CO2
2023,Nissan,NISSAN,MAXIMA,20.0,30.0,24.0,2300,,5,5,,3500.0,444,297,371
2023,Nissan,NISSAN,SENTRA,29.0,39.0,33.0,1350,,6,6,1250.0,,303,226,268
2023,Nissan,NISSAN,SENTRA SR,28.0,37.0,32.0,1400,,6,6,1000.0,,318,241,283
2023,Subaru,Subaru,IMPREZA 4-Door,28.0,36.0,32.0,1400,,6,6,1000.0,,310,243,280
2023,Subaru,Subaru,IMPREZA 4-Door,23.0,31.0,26.0,1700,,5,5,,500.0,381,283,337
2023,Subaru,Subaru,IMPREZA 4-Door SPORT,27.0,36.0,30.0,1500,,6,6,500.0,,326,247,291
2023,Subaru,Subaru,WRX,19.0,25.0,21.0,2600,,4,4,,5000.0,476,350,419
2023,Subaru,Subaru,WRX,19.0,26.0,22.0,2500,,5,5,,4500.0,464,337,407
2023,Toyota,TOYOTA,CAMRY,22.0,33.0,26.0,1700,,5,5,,500.0,395,268,338
2023,Toyota,TOYOTA,CAMRY AWD LE/SE,25.0,34.0,29.0,1550,,6,6,250.0,,352,260,310
2023,Toyota,TOYOTA,CAMRY AWD XLE/XSE,25.0,34.0,28.0,1600,,6,6,0.0,,353,256,315
2023,Toyota,TOYOTA,CAMRY HYBRID LE,51.0,53.0,52.0,850,,9,9,3750.0,,173,167,170
2023,Toyota,TOYOTA,CAMRY HYBRID SE/XLE/XSE,44.0,47.0,46.0,950,,8,8,3250.0,,200,189,195
2023,Toyota,TOYOTA,CAMRY LE/SE,28.0,39.0,32.0,1400,,6,6,1000.0,,318,228,278
2023,Toyota,TOYOTA,CAMRY LE/SE,28.0,39.0,32.0,1400,,6,6,1000.0,,320,230,280
2023,Toyota,TOYOTA,CAMRY TRD,22.0,31.0,25.0,1750,,5,5,,750.0,409,287,354
2023,Toyota,TOYOTA,CAMRY XLE/XSE,27.0,38.0,31.0,1450,,6,6,750.0,,329,233,286
2023,Toyota,TOYOTA,CAMRY XSE,22.0,32.0,26.0,1700,,5,5,,500.0,401,277,345
2023,Toyota,TOYOTA,PRIUS,57.0,56.0,57.0,800,,9,9,4000.0,,154,158,155
2023,Toyota,TOYOTA,PRIUS AWD,53.0,54.0,54.0,800,,9,9,4000.0,,166,163,163
2023,Toyota,TOYOTA,PRIUS AWD XLE/LTD,49.0,50.0,49.0,900,,8,8,3500.0,,179,176,179
2023,Toyota,TOYOTA,PRIUS XLE/LTD,52.0,52.0,52.0,850,,9,9,3750.0,,168,169,169
2023,Toyota,TOYOTA,TOYOTA CROWN AWD,29.0,32.0,30.0,1500,,6,6,500.0,,303,272,293
2023,Toyota,TOYOTA,TOYOTA CROWN AWD,42.0,41.0,41.0,1100,,8,8,2500.0,,209,214,214
2023,Volvo,Volvo,S90 B6 AWD,23.0,32.0,26.0,2100,,5,5,,2500.0,383,279,337
2023,Honda,Acura,INTEGRA,30.0,37.0,33.0,1650,,6,6,,250.0,296,237,269
2023,Honda,Acura,INTEGRA A-SPEC,29.0,36.0,32.0,1700,,6,6,,500.0,304,245,277
2023,Honda,Acura,INTEGRA A-SPEC,26.0,36.0,30.0,1800,,6,6,,1000.0,339,241,293
2023,Volkswagen Group of,Audi,A8L,19.0,28.0,22.0,2500,,5,5,,4500.0,468,312,398
2023,Volkswagen Group of,Audi,S8,15.0,23.0,18.0,3050,,4,4,,7250.0,598,388,503
2023,BMW,BMW,740i Sedan,25.0,31.0,27.0,2050,,5,5,,2250.0,355,287,324
2023,BMW,BMW,760i xDrive Sedan,18.0,26.0,21.0,2600,,4,4,,5000.0,485,340,420
2023,FCA US LLC,Chrysler,300,19.0,30.0,23.0,1900,,5,5,,1500.0,466,295,389
2023,FCA US LLC,Chrysler,300,16.0,25.0,19.0,2700,,4,4,,5500.0,556,355,466
2023,FCA US LLC,Chrysler,300,15.0,24.0,18.0,3050,,4,4,,7250.0,602,363,495
2023,FCA US LLC,Chrysler,300 AWD,18.0,27.0,21.0,2100,,4,4,,2500.0,484,330,415
2023,FCA US LLC,Dodge,Charger,19.0,30.0,23.0,1900,,5,5,,1500.0,466,295,389
2023,FCA US LLC,Dodge,Charger,16.0,25.0,19.0,2700,,4,4,,5500.0,556,355,466
2023,FCA US LLC,Dodge,Charger,15.0,24.0,18.0,3050,,4,4,,7250.0,602,363,495
2023,FCA US LLC,Dodge,Charger AWD,18.0,27.0,21.0,2100,,4,4,,2500.0,484,330,415
2023,FCA US LLC,Dodge,Charger SRT Widebody,12.0,21.0,15.0,3650,,2,2,,10250.0,721,434,592
2023,FCA US LLC,Dodge,Charger Widebody,15.0,24.0,18.0,3050,,4,4,,7250.0,602,363,495
2023,Hyundai,GENESIS,G80 AWD,22.0,30.0,25.0,2200,,5,5,,3000.0,412,299,361
2023,Hyundai,GENESIS,G80 AWD,16.0,25.0,19.0,2900,,4,4,,6500.0,547,365,465
2023,Hyundai,GENESIS,G80 RWD,22.0,32.0,26.0,2100,,5,5,,2500.0,398,282,346
2023,Hyundai,GENESIS,G90 AWD,18.0,26.0,21.0,2600,,4,4,,5000.0,491,347,426
2023,Hyundai,GENESIS,G90 MHEV,17.0,24.0,20.0,2750,,4,4,,5750.0,505,363,441
2023,Honda,Honda,ACCORD,29.0,37.0,32.0,1400,,6,6,1000.0,,306,239,277
2023,Honda,Honda,ACCORD,51.0,44.0,48.0,900,,8,8,3500.0,,172,200,184
2023,Honda,Honda,CIVIC 5Dr,31.0,39.0,35.0,1250,,7,7,1750.0,,285,224,258
2023,Honda,Honda,CIVIC 5Dr,30.0,37.0,33.0,1350,,6,6,1250.0,,292,237,267
2023,Honda,Honda,CIVIC 5Dr,28.0,37.0,31.0,1450,,6,6,750.0,,319,237,282
2023,Honda,Honda,CIVIC 5Dr,30.0,38.0,33.0,1350,,6,6,1250.0,,299,233,269
2023,Honda,Honda,CIVIC 5Dr,29.0,37.0,32.0,1400,,6,6,1000.0,,307,241,277
2023,Honda,Honda,CIVIC 5Dr,26.0,36.0,29.0,1550,,6,6,250.0,,338,246,304
2023,Honda,Honda,CIVIC 5Dr,22.0,28.0,24.0,2300,,5,5,,3500.0,404,314,364
2023,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,27.0,37.0,31.0,1450,,6,6,750.0,,333,244,293
2023,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,23.0,33.0,27.0,1650,,5,5,,250.0,384,275,335
2023,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,28.0,38.0,32.0,1400,,6,6,1000.0,,319,235,282
2023,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,27.0,37.0,31.0,1450,,6,6,750.0,,333,243,293
2023,Hyundai,HYUNDAI MOTOR COMPANY,Sonata Hybrid,45.0,51.0,47.0,950,,8,8,3250.0,,200,175,189
2023,Hyundai,HYUNDAI MOTOR COMPANY,Sonata Hybrid Blue,50.0,54.0,52.0,850,,9,9,3750.0,,178,164,172
2023,Kia,KIA,K5,27.0,37.0,31.0,1450,,6,6,750.0,,335,242,293
2023,Kia,KIA,K5,24.0,32.0,27.0,1650,,5,5,,250.0,377,278,332
2023,Kia,KIA,K5 AWD,25.0,33.0,28.0,1600,,6,6,0.0,,354,269,316
2023,Maserati,MASERATI,QUATTROPORTE GT,16.0,25.0,19.0,2900,,4,4,,6500.0,541,344,453
2023,Maserati,MASERATI,QUATTROPORTE MODENA AWD,17.0,25.0,20.0,2750,,4,4,,5750.0,534,361,457
2023,Maserati,MASERATI,QUATTROPORTE MODENA RWD,16.0,25.0,19.0,2900,,4,4,,6500.0,541,344,453
2023,Maserati,MASERATI,QUATTROPORTE TROFEO,13.0,20.0,16.0,3400,,3,3,,9000.0,654,446,560
2023,Mercedes-Benz,Mercedes-Benz,Maybach S 680 4Matic,12.0,20.0,14.0,3900,,2,2,,11500.0,767,435,618
2023,Mercedes-Benz,Mercedes-Benz,S 500 4MATIC,20.0,28.0,23.0,2400,,5,5,,4000.0,449,314,388
2023,Mercedes-Benz,Mercedes-Benz,S 580 4MATIC,16.0,25.0,19.0,2900,,4,4,,6500.0,541,358,459
2023,Mercedes-Benz,Mercedes-Benz,S 580 4MATIC Maybach,15.0,25.0,18.0,3050,,4,4,,7250.0,597,361,491
2023,Porsche,Porsche,Panamera,18.0,24.0,20.0,2750,,4,4,,5750.0,489,368,441
2023,Porsche,Porsche,Panamera 4,18.0,24.0,20.0,2750,,4,4,,5750.0,481,367,441
2023,Porsche,Porsche,Panamera 4 Executive,17.0,23.0,19.0,2900,,4,4,,6500.0,520,384,465
2023,Porsche,Porsche,Panamera 4 ST,18.0,23.0,20.0,2750,,4,4,,5750.0,480,384,441
2023,Porsche,Porsche,Panamera 4S,18.0,24.0,20.0,2750,,4,4,,5750.0,483,371,445
2023,Porsche,Porsche,Panamera 4S Executive,17.0,23.0,19.0,2900,,4,4,,6500.0,525,385,469
2023,Porsche,Porsche,Panamera 4S ST,17.0,23.0,19.0,2900,,4,4,,6500.0,525,385,469
2023,Porsche,Porsche,Panamera GTS,15.0,21.0,17.0,3200,,3,3,,8000.0,589,420,520
2023,Porsche,Porsche,Panamera GTS ST,15.0,20.0,17.0,3200,,3,3,,8000.0,589,442,520
2023,Porsche,Porsche,Panamera Turbo S,15.0,21.0,17.0,3200,,3,3,,8000.0,582,425,525
2023,Porsche,Porsche,Panamera Turbo S Executive,15.0,21.0,17.0,3200,,3,3,,8000.0,582,425,525
2023,Porsche,Porsche,Panamera Turbo S ST,15.0,21.0,17.0,3200,,3,3,,8000.0,582,425,525
2023,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost,12.0,19.0,14.0,3900,,2,2,,11500.0,745,475,624
2023,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost Black Badge,12.0,19.0,14.0,3900,,2,2,,11500.0,745,475,624
2023,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost Extended,12.0,19.0,14.0,3900,,2,2,,11500.0,745,475,624
2023,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom,12.0,18.0,14.0,3900,,2,2,,11500.0,760,492,639
2023,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom Extended,12.0,18.0,14.0,3900,,2,2,,11500.0,760,492,639
2023,Subaru,Subaru,LEGACY,23.0,31.0,26.0,1700,,5,5,,500.0,381,283,337
2023,Subaru,Subaru,LEGACY,27.0,35.0,30.0,1500,,6,6,500.0,,330,253,295
2023,Volkswagen Group of,Volkswagen,Arteon,25.0,33.0,28.0,1950,,6,6,,1750.0,361,265,318
2023,Volkswagen Group of,Volkswagen,Arteon 4Motion,22.0,31.0,25.0,2200,,5,5,,3000.0,394,290,347
2023,Volkswagen Group of,Audi,A4 Allroad quattro,23.0,30.0,26.0,2100,,5,5,,2500.0,381,299,344
2023,Honda,Honda,HR-V AWD,25.0,30.0,27.0,1650,,5,5,,250.0,353,292,326
2023,Honda,Honda,HR-V FWD,26.0,32.0,28.0,1600,,6,6,0.0,,336,277,309
2023,Kia,KIA,Niro,53.0,45.0,49.0,900,,8,8,3500.0,,168,196,181
2023,Kia,KIA,Niro FE,53.0,54.0,53.0,850,,9,9,3750.0,,168,165,167
2023,Kia,KIA,Soul,28.0,33.0,30.0,1500,,6,6,500.0,,327,269,301
2023,Kia,KIA,Soul Eco dynamics,29.0,35.0,31.0,1450,,6,6,750.0,,312,256,287
2023,Volkswagen Group of,Lamborghini,Urus Performante,14.0,19.0,16.0,3400,,3,3,,9000.0,626,467,554
2023,Mercedes-Benz,Mercedes-Benz,AMG GLA 35 4MATIC,22.0,29.0,25.0,2200,,5,5,,3000.0,404,301,358
2023,Mercedes-Benz,Mercedes-Benz,AMG GLA 45 4MATIC,20.0,25.0,22.0,2500,,5,5,,4500.0,454,349,407
2023,Subaru,Subaru,IMPREZA 5-Door,28.0,36.0,31.0,1450,,6,6,750.0,,316,247,285
2023,Subaru,Subaru,IMPREZA 5-Door,24.0,31.0,26.0,1700,,5,5,,500.0,375,286,335
2023,Subaru,Subaru,IMPREZA 5-Door SPORT,27.0,35.0,30.0,1500,,6,6,500.0,,325,252,292
2023,Subaru,Subaru,IMPREZA 5-Door SPORT,22.0,30.0,25.0,1750,,5,5,,750.0,397,295,351
2023,Volvo,Volvo,V60CC B5 AWD,23.0,30.0,26.0,2100,,5,5,,2500.0,380,290,339
2023,Volkswagen Group of,Audi,A6 Allroad,21.0,30.0,24.0,2300,,5,5,,3500.0,415,294,361
2023,Volkswagen Group of,Audi,RS 6 Avant,14.0,21.0,17.0,3200,,3,3,,8000.0,619,427,532
2023,Mercedes-Benz,Mercedes-Benz,AMG E 63 S 4MATIC+ (SW),16.0,24.0,19.0,2900,,4,4,,6500.0,549,374,470
2023,Mercedes-Benz,Mercedes-Benz,AMG GLB 35 4MATIC,21.0,27.0,23.0,2400,,5,5,,4000.0,426,329,382
2023,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC All-Terrain (wagon),21.0,28.0,24.0,2300,,5,5,,3500.0,426,311,374
2023,Nissan,NISSAN,MURANO AWD,20.0,28.0,23.0,1900,,5,5,,1500.0,452,317,391
2023,Nissan,NISSAN,MURANO FWD,20.0,28.0,23.0,1900,,5,5,,1500.0,435,319,387
2023,Rolls-Royce,Rolls-Royce Motor Cars Limited,Cullinan,12.0,19.0,14.0,3900,,2,2,,11500.0,757,466,626
2023,Rolls-Royce,Rolls-Royce Motor Cars Limited,Cullinan Black Badge,12.0,19.0,14.0,3900,,2,2,,11500.0,757,466,626
2023,Volvo,Volvo,V90CC B6 AWD,22.0,29.0,25.0,2200,,5,5,,3000.0,393,301,352
2023,General Motors,Chevrolet,COLORADO 2WD,18.0,23.0,20.0,2200,,4,4,,3000.0,490,392,446
2023,General Motors,Chevrolet,COLORADO 2WD,20.0,25.0,22.0,2000,,5,5,,2000.0,443,361,406
2023,Ford Motor Company,Ford,MAVERICK FWD,23.0,30.0,25.0,1750,,5,5,,750.0,391,404,355
2023,Ford Motor Company,Ford,MAVERICK HEV FWD,40.0,33.0,37.0,1200,,7,7,2000.0,,218,267,240
2023,General Motors,GMC,CANYON 2WD,18.0,23.0,20.0,2200,,4,4,,3000.0,490,392,446
2023,Toyota,TOYOTA,TACOMA 2WD,20.0,23.0,21.0,2100,,4,4,,2500.0,456,382,423
2023,Toyota,TOYOTA,TACOMA 2WD,19.0,24.0,21.0,2100,,4,4,,2500.0,476,377,431
2023,General Motors,Chevrolet,COLORADO 4WD,17.0,21.0,19.0,2350,,4,4,,3750.0,508,416,467
2023,General Motors,Chevrolet,COLORADO 4WD,19.0,23.0,21.0,2100,,4,4,,2500.0,463,382,427
2023,General Motors,Chevrolet,COLORADO 4WD MUD TERRAIN TIRES,17.0,19.0,18.0,2450,,4,4,,4250.0,523,458,494
2023,General Motors,Chevrolet,COLORADO ZR2 4WD,16.0,16.0,16.0,2750,,3,3,,5750.0,541,536,539
2023,Ford Motor Company,Ford,MAVERICK AWD,22.0,28.0,24.0,1850,,5,5,,1250.0,411,432,370
2023,Ford Motor Company,Ford,MAVERICK TREMOR AWD,20.0,24.0,21.0,2100,,4,4,,2500.0,448,372,414
2023,General Motors,GMC,CANYON 4WD,17.0,21.0,19.0,2350,,4,4,,3750.0,508,416,467
2023,General Motors,GMC,CANYON 4WD MUD TERRAIN TIRES,17.0,20.0,18.0,2450,,4,4,,4250.0,524,456,495
2023,General Motors,GMC,CANYON AT4X 4WD,16.0,16.0,16.0,2750,,3,3,,5750.0,541,536,539
2023,Toyota,TOYOTA,TACOMA 4WD,19.0,22.0,20.0,2200,,4,4,,3000.0,477,397,441
2023,Toyota,TOYOTA,TACOMA 4WD,18.0,22.0,20.0,2200,,4,4,,3000.0,490,396,448
2023,Toyota,TOYOTA,TACOMA 4WD,17.0,21.0,18.0,2450,,4,4,,4250.0,520,432,481
2023,Toyota,TOYOTA,TACOMA 4WD D-CAB MT TRD-ORP/PRO,17.0,20.0,18.0,2450,,4,4,,4250.0,517,441,483
2023,General Motors,Chevrolet,SILVERADO 2WD,19.0,21.0,20.0,2200,,4,4,,3000.0,478,422,453
2023,General Motors,Chevrolet,SILVERADO 2WD,19.0,22.0,20.0,2200,,4,4,,3000.0,476,410,446
2023,General Motors,Chevrolet,SILVERADO 2WD,24.0,29.0,26.0,1850,,5,5,,1250.0,432,351,396
2023,General Motors,Chevrolet,SILVERADO 2WD,17.0,21.0,19.0,2350,,4,4,,3750.0,525,420,478
2023,General Motors,Chevrolet,SILVERADO 2WD,17.0,21.0,19.0,2350,,4,4,,3750.0,529,416,478
2023,General Motors,Chevrolet,SILVERADO 2WD,16.0,20.0,18.0,2450,,4,4,,4250.0,549,440,500
2023,General Motors,Chevrolet,SILVERADO 2WD,12.0,15.0,13.0,2450,3000.0,4,4,,4250.0,541,442,496
2023,Ford Motor Company,Ford,F150 PICKUP 2WD,18.0,25.0,21.0,2100,,4,4,,2500.0,489,359,431
2023,Ford Motor Company,Ford,F150 PICKUP 2WD,20.0,26.0,22.0,2000,,5,5,,2000.0,454,345,405
2023,Ford Motor Company,Ford,F150 PICKUP 2WD,18.0,24.0,21.0,2100,,4,4,,2500.0,486,366,432
2023,Ford Motor Company,Ford,F150 PICKUP 2WD FFV,13.0,19.0,15.0,2200,2600.0,4,4,,3000.0,471,514,443
2023,Ford Motor Company,Ford,F150 PICKUP 2WD FFV,14.0,18.0,16.0,2100,2450.0,4,4,,2500.0,458,481,423
2023,Ford Motor Company,Ford,F150 PICKUP 2WD FFV,12.0,19.0,15.0,2200,2600.0,4,4,,3000.0,531,358,453
2023,Ford Motor Company,Ford,F150 PICKUP 2WD FFV,12.0,18.0,14.0,2350,2800.0,4,4,,3750.0,538,375,465
2023,Ford Motor Company,Ford,F150 PICKUP 2WD HEV,25.0,25.0,25.0,1750,,5,5,,750.0,352,353,352
2023,Ford Motor Company,Ford,RANGER 2WD,20.0,26.0,22.0,2000,,5,5,,2000.0,446,336,397
2023,Ford Motor Company,Ford,RANGER 2WD,21.0,26.0,23.0,1900,,5,5,,1500.0,423,437,387
2023,General Motors,GMC,SIERRA 2WD,19.0,21.0,20.0,2200,,4,4,,3000.0,478,422,453
2023,General Motors,GMC,SIERRA 2WD,19.0,22.0,20.0,2200,,4,4,,3000.0,476,410,446
2023,General Motors,GMC,SIERRA 2WD,24.0,29.0,26.0,1850,,5,5,,1250.0,432,351,396
2023,General Motors,GMC,SIERRA 2WD,16.0,21.0,18.0,2450,,4,4,,4250.0,553,420,493
2023,General Motors,GMC,SIERRA 2WD,16.0,21.0,18.0,2450,,4,4,,4250.0,553,420,493
2023,General Motors,GMC,SIERRA 2WD,16.0,20.0,18.0,2450,,4,4,,4250.0,549,440,500
2023,General Motors,GMC,SIERRA 2WD,12.0,15.0,13.0,2450,3000.0,4,4,,4250.0,541,442,496
2023,Nissan,NISSAN,FRONTIER 2WD,18.0,24.0,21.0,2100,,4,4,,2500.0,492,370,437
2023,Nissan,NISSAN,FRONTIER 2WD,18.0,24.0,20.0,2200,,4,4,,3000.0,485,366,444
2023,Nissan,NISSAN,TITAN 2WD,16.0,21.0,18.0,3050,,4,4,,7250.0,572,418,503
2023,FCA US LLC,RAM,1500 4X2,20.0,25.0,22.0,2000,,5,5,,2000.0,451,353,407
2023,FCA US LLC,RAM,1500 4X2,15.0,22.0,17.0,3000,,3,3,,7000.0,612,395,514
2023,FCA US LLC,RAM,1500 4X2,18.0,23.0,20.0,2550,,4,4,,4750.0,489,386,443
2023,FCA US LLC,RAM,1500 Classic 4X2,17.0,25.0,20.0,2200,,4,4,,3000.0,513,358,444
2023,FCA US LLC,RAM,1500 Classic 4X2,15.0,21.0,17.0,3000,,3,3,,7000.0,609,418,523
2023,FCA US LLC,RAM,1500 HFE 4X2,20.0,26.0,23.0,1900,,5,5,,1500.0,438,340,394
2023,Toyota,TOYOTA,TUNDRA 2WD,18.0,23.0,20.0,2200,,4,4,,3000.0,491,379,441
2023,Toyota,TOYOTA,TUNDRA 2WD,18.0,24.0,20.0,2200,,4,4,,3000.0,494,377,441
2023,Toyota,TOYOTA,TUNDRA 2WD,20.0,24.0,22.0,2000,,5,5,,2000.0,441,367,408
2023,General Motors,Chevrolet,SILVERADO 4WD,18.0,21.0,19.0,2350,,4,4,,3750.0,483,429,459
2023,General Motors,Chevrolet,SILVERADO 4WD,18.0,21.0,19.0,2350,,4,4,,3750.0,485,433,462
2023,General Motors,Chevrolet,SILVERADO 4WD,22.0,27.0,24.0,2000,,5,4,,2000.0,463,375,423
2023,General Motors,Chevrolet,SILVERADO 4WD,22.0,27.0,24.0,2000,,5,4,,2000.0,463,378,425
2023,General Motors,Chevrolet,SILVERADO 4WD,16.0,20.0,17.0,2600,,3,3,,5000.0,555,445,523
2023,General Motors,Chevrolet,SILVERADO 4WD,16.0,20.0,17.0,2600,,3,3,,5000.0,555,444,523
2023,General Motors,Chevrolet,SILVERADO 4WD,15.0,19.0,17.0,2600,,3,3,,5000.0,583,477,535
2023,General Motors,Chevrolet,SILVERADO 4WD,11.0,14.0,12.0,2600,3250.0,3,3,,5000.0,576,462,524
2023,General Motors,Chevrolet,SILVERADO 4WD,16.0,20.0,17.0,3200,,3,3,,8000.0,563,452,513
2023,General Motors,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,17.0,18.0,17.0,2600,,3,3,,5000.0,522,498,512
2023,General Motors,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,21.0,23.0,22.0,2200,,5,4,,3000.0,482,439,463
2023,General Motors,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,15.0,18.0,16.0,2750,,3,3,,5750.0,595,499,552
2023,General Motors,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,15.0,19.0,16.0,2750,,3,3,,5750.0,583,480,555
2023,General Motors,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,11.0,14.0,12.0,2600,3250.0,3,3,,5000.0,576,462,524
2023,General Motors,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,14.0,18.0,16.0,3400,,3,3,,9000.0,634,486,567
2023,General Motors,Chevrolet,SILVERADO 4WD ZR2,14.0,17.0,15.0,3650,,2,2,,10250.0,630,531,585
2023,Ford Motor Company,Ford,F150 PICKUP 4WD,17.0,23.0,20.0,2200,,4,4,,3000.0,507,383,451
2023,Ford Motor Company,Ford,F150 PICKUP 4WD,18.0,24.0,20.0,2200,,4,4,,3000.0,482,377,435
2023,Ford Motor Company,Ford,F150 PICKUP 4WD,17.0,23.0,19.0,2350,,4,4,,3750.0,534,392,470
2023,Ford Motor Company,Ford,F150 PICKUP 4WD,18.0,23.0,20.0,2200,,4,4,,3000.0,508,381,451
2023,Ford Motor Company,Ford,F150 PICKUP 4WD FFV,14.0,18.0,15.0,2200,2600.0,4,4,,3000.0,476,513,444
2023,Ford Motor Company,Ford,F150 PICKUP 4WD FFV,12.0,17.0,14.0,2450,2800.0,4,4,,4250.0,560,578,495
2023,Ford Motor Company,Ford,F150 PICKUP 4WD FFV,12.0,17.0,14.0,2350,2800.0,4,4,,3750.0,525,399,468
2023,Ford Motor Company,Ford,F150 PICKUP 4WD HEV,23.0,23.0,23.0,1900,,5,5,,1500.0,381,381,381
2023,Ford Motor Company,Ford,F150 PICKUP TREMOR 4WD,16.0,20.0,18.0,2450,,4,4,,4250.0,552,439,501
2023,Ford Motor Company,Ford,F150 PICKUP TREMOR 4WD,16.0,20.0,18.0,2450,,4,4,,4250.0,540,445,497
2023,Ford Motor Company,Ford,F150 PICKUP TREMOR 4WD FFV,12.0,16.0,13.0,2600,3000.0,3,3,,5000.0,572,448,516
2023,Ford Motor Company,Ford,F150 PICKUP TREMOR 4WD FFV,11.0,16.0,13.0,2600,3000.0,3,3,,5000.0,579,444,518
2023,Ford Motor Company,Ford,F150 RAPTOR 37 4WD,14.0,16.0,15.0,2950,,2,2,,6750.0,626,560,596
2023,Ford Motor Company,Ford,F150 RAPTOR 37 4WD,15.0,16.0,15.0,2950,,2,2,,6750.0,604,547,578
2023,Ford Motor Company,Ford,F150 RAPTOR 4WD,14.0,18.0,15.0,2950,,2,2,,6750.0,635,500,593
2023,Ford Motor Company,Ford,F150 RAPTOR 4WD,15.0,18.0,16.0,2750,,3,3,,5750.0,598,498,553
2023,Ford Motor Company,Ford,F150 RAPTOR R 4WD,10.0,15.0,12.0,3700,,1,1,,10500.0,858,598,741
2023,Ford Motor Company,Ford,RANGER 4WD,19.0,24.0,21.0,2100,,4,4,,2500.0,466,365,420
2023,Ford Motor Company,Ford,RANGER 4WD,20.0,24.0,22.0,2000,,5,5,,2000.0,448,364,410
2023,Ford Motor Company,Ford,RANGER TREMOR 4WD,19.0,19.0,19.0,2350,,4,4,,3750.0,469,474,471
2023,General Motors,GMC,SIERRA 4WD,18.0,20.0,19.0,2350,,4,4,,3750.0,493,435,467
2023,General Motors,GMC,SIERRA 4WD,18.0,20.0,19.0,2350,,4,4,,3750.0,495,436,468
2023,General Motors,GMC,SIERRA 4WD,22.0,27.0,24.0,2000,,5,4,,2000.0,463,375,423
2023,General Motors,GMC,SIERRA 4WD,16.0,20.0,17.0,2600,,3,3,,5000.0,549,444,523
2023,General Motors,GMC,SIERRA 4WD,16.0,20.0,17.0,2600,,3,3,,5000.0,541,445,523
2023,General Motors,GMC,SIERRA 4WD,15.0,19.0,17.0,2600,,3,3,,5000.0,583,477,535
2023,General Motors,GMC,SIERRA 4WD,11.0,14.0,12.0,2600,3250.0,3,3,,5000.0,576,462,524
2023,General Motors,GMC,SIERRA 4WD,15.0,19.0,17.0,3200,,3,3,,8000.0,582,468,530
2023,General Motors,GMC,SIERRA 4WD AT4X,14.0,17.0,15.0,3650,,2,2,,10250.0,630,531,585
2023,General Motors,GMC,SIERRA 4WD MUD TERRAIN TIRES,17.0,18.0,17.0,2600,,3,3,,5000.0,522,498,512
2023,General Motors,GMC,SIERRA 4WD MUD TERRAIN TIRES,21.0,23.0,22.0,2200,,5,4,,3000.0,482,439,463
2023,General Motors,GMC,SIERRA 4WD MUD TERRAIN TIRES,15.0,18.0,16.0,2750,,3,3,,5750.0,599,499,554
2023,General Motors,GMC,SIERRA 4WD MUD TERRAIN TIRES,15.0,19.0,16.0,2750,,3,3,,5750.0,583,480,555
2023,General Motors,GMC,SIERRA 4WD MUD TERRAIN TIRES,11.0,14.0,12.0,2600,3250.0,3,3,,5000.0,576,462,524
2023,General Motors,GMC,SIERRA 4WD MUD TERRAIN TIRES,14.0,17.0,15.0,3650,,2,2,,10250.0,630,531,585
2023,Honda,Honda,RIDGELINE AWD,18.0,24.0,21.0,2100,,4,4,,2500.0,494,375,441
2023,FCA US LLC,Jeep,Gladiator 4X4,17.0,22.0,19.0,2350,,4,4,,3750.0,517,405,466
2023,FCA US LLC,Jeep,Gladiator 4X4,16.0,23.0,19.0,2350,,4,4,,3750.0,542,395,476
2023,FCA US LLC,Jeep,Gladiator EcoDiesel 4X4,22.0,28.0,24.0,2000,,5,4,,2000.0,469,366,423
2023,FCA US LLC,Jeep,Gladiator Rubic EcoDiesel 4X4,21.0,27.0,24.0,2000,,5,4,,2000.0,484,377,436
2023,Nissan,NISSAN,FRONTIER 4WD,18.0,23.0,20.0,2200,,4,4,,3000.0,482,383,438
2023,Nissan,NISSAN,FRONTIER 4WD,17.0,22.0,19.0,2350,,4,4,,3750.0,523,405,468
2023,Nissan,NISSAN,FRONTIER 4WD PRO-4X,18.0,22.0,19.0,2350,,4,4,,3750.0,497,399,469
